unique_id,original,chatgpt,human,question1,question2
24, في كل مدينة من مدن الغرب الكبيرة هناك دائما <mark1>ثلاثة رجال أو أربعة من طرازه، يتنافسون فيما بينهم كمراكز جذب لذوي الشهرة، والجمال، والشخصية الفذة.<mark1/> قد تكون لهم أسماء أرستقراطية وقد لا تكون، ولكن لهم <mark1>قصورًا أرستقراطية<mark1/> أو ما يشبهها، لم تزعزعها نظريات المساواة الاجتماعية المزعومة وأساليبها، ولكلّهم دائما ثروة تنفق بغير حساب. في بيوتاتهم <mark2>تقام الحفلات اللألاءة، واللقاءات التي لا تعرف الصحف شيئًا عنها<mark2/>، وهي التي تُغذِّي أساطير المجتمع وشائعاته بأمتع ما فيها: إبداعات، وغراميات، وفضائح، وأفكار تتبلور في اتجاهات ومدارس وتقليعات لا يكون الفنّ في منجى منها، ولا الأدب، ولا السياسة.,"En cada una de las grandes ciudades de Occidente siempre hay <mark1>tres o cuatro hombres de su tipo, compitiendo entre ellos como centros de atracción para los famosos, los bellos y las personalidades distinguidas<mark1/>. Pueden tener nombres aristocráticos o quizá no, pero lo que siempre poseen es <mark1>mansiones aristocráticas<mark1/>, o algo parecido, no perturbadas por las supuestas teorías de igualdad social y sus métodos, y todos ellos siempre con una fortuna que se gasta sin medida. En sus residencias <mark2>se celebran fiestas deslumbrantes y encuentros de los que la prensa no sabe nada<mark2/>, y son estos los que alimentan los mitos y rumores de la sociedad con lo más ameno: creaciones, amores, escándalos e ideas que se cristalizan en tendencias, escuelas y modas que no evitan ni el arte, ni la literatura, ni la política.","En las metrópolis occidentales no es difícil tropezar con <mark1>tipos así, trepas que juegan a competir por atractivo, notoriedad y personalidad<mark1/>. No todos proceden de alta alcurnia, aunque residan en palacios pensados para la aristocracia, pero tampoco se exponen a que les afecten las teorías acerca de la supuesta equidad social. También se parecen en que poseen una fortuna que gustan de dilapidar, <mark2>celebrando, verbigracia, fiestas de tirar la casa por la ventana y otro tipo de encuentros que se hallan vedados a la prensa, que, a cambio, alimenta los rumores<mark2/> que dan origen a las leyendas que giran en torno a ellos, de enredos y demás escándalos, con las que consiguen marcar tendencia y hasta crear escuela, transcendiendo incluso a corrientes de pensamiento artísticas, literarias y políticas.",¿A quiénes les importa poco la igualdad social?,¿De dónde parten los rumores que rodean a las personalidades descritas?
25,<mark1>ولقاءاته مع أصحابه، إذا كانت الأمسية متجلية<mark1/>، هي لقاءات تتطاير فيها الكلمات وما تحمل من صور وأفكار تطاير الألعاب النارية. في حين أن عامرًا أميل إلى الصمت، يبحث عن الألفاظ بحثًا إذا قال شيئًا، ويُشعرك بأنه لم يجد بعد الكلمات التي تفي فكرته حقها. ولكنه إذا نطق قال أشياء تصدم، تذهل، تغضب، أو تضحك جدا. <mark2>ووليد بالنسبة إليه، يفك له عقدته اللفظية، ويُطلق لسانه كالحصان الجامح بين أفكار، كالغابات الكثيفة، ووليد يتمتع بذلك: إنه يجد في عامر مبررًا للجموح والهوج الفكري<mark2/>، ويسعفه ذلك في مغامراته اللفظية.,"<mark1>Sus encuentros con amigos, si la noche es clara<mark1/>, son encuentros en los que las palabras chispean con imágenes e ideas como fuegos artificiales. Mientras que Ámir es más inclinado al silencio, busca las palabras detenidamente cuando dice algo, y te hace sentir que aún no ha encontrado las palabras que hagan justicia a su idea. Sin embargo, cuando habla, dice cosas que sorprenden, asombran, enfadan o hacen reír mucho. Para él, <mark2>Walid desata su nudo verbal y libera su lengua como un caballo salvaje entre pensamientos densos como bosques, y Walid disfruta de eso. Encuentra en Ámir una justificación para el desenfreno y el tumulto intelectual<mark2/>, y eso le ayuda en sus aventuras verbales. ","Y, <mark1>cada vez que organizaba una quedada con amigos<mark1/>, el magma de ideas y colisión de pareceres que se gestaba enseguida hacía del encuentro un circo. Ámir, en cambio, prefería permanecer en silencio. Le costaba dar con los términos que pudiera sentir fueran a representar su pensamiento fielmente, aunque luego, cuando finalmente se aventuraba a pronunciarse, no dejara nunca a nadie indiferente, suscitando sin falta una reacción efusiva, ya fuera una risotada o un bufido. A Ámir, <mark2>Walid le ayudaba a soltarse, a articular la abominación que le rugía por dentro y no se atrevía a vomitar. Walid, que estaba siempre encantado de poder prestar una mano con lo que fuera, le confería pertinencia a su rebeldía intelectual, a sus pintorescas elucubraciones<mark2/>. Además, tampoco le venía mal que fueran otros los que se desmarcaran de vez en cuando.",¿Cuándo ocurre lo que se describe?,¿Qué hace Walid? 
26,وحالما يخرج الزوج —نسيت اسمه: هشام؟ هاشم؟— تلجأ مريم إلى التلفون، <mark1>لا لتتصل بصويحباتها فقط، بل بعشاقها. أو على الأقل لفترة مهمَّة، بوليد مسعود. إحدى ساعات الصباح —التاسعة، أو العاشرة— كانت ساعة الغزل التلفوني كل يوم<mark1/>، أو الغزل الفعلي، إذا استطاع وليد أن يترك عمله بحجة ما. يسرع إلى بيتها بسيارة أجرة، <mark2>وتتلقاه بحرارة الجائع المتلهف في غلالة النوم. وإذا ما تركها منهكة بلذاذة الجنس<mark2/>، وعاد إلى عمله، خابرته أو خابرها، للتأكيد من جديد على تشبثهما بتلك اللذة.,"En cuanto el esposo —¿Su nombre era Hicham? ¿Hachim?— se marcha, Máryam acudía al teléfono; <mark1>no solo para hablar con sus amigas, sino también con sus amantes. O, al menos durante un tiempo importante, con Walid Masud. Una de las horas de la mañana —las nueve o las diez— era la hora del cortejo telefónico cada día<mark1/>, o del cortejo real, si Walid podía dejar su trabajo con alguna excusa. Se apresuraba a su casa en un taxi, y <mark2>ella lo recibía con el fervor de quien tiene hambre envuelta en un camisón. Y si la dejara exhausta por el placer del sexo<mark2/> y volviera a su trabajo, él la llamaba o ella le llamaba para reafirmar una vez más su apego a ese goce. ","Cuando el marido (¿Hicham?, ¿Hachim?, el nombre, que se me atasca) se largó finalmente, Máryam recuperó el control del teléfono, que <mark1>empleaba para ponerse en contacto con sus amigas, pero también con sus amantes, o, por lo menos, durante un periodo de tiempo nada desdeñable, con Walid Masud. Las nueve o diez era la hora a la que se acaramelaban al aparato<mark1/>, cuando no conseguía Walid escaparse antes del trabajo con cualquier excusa, se subía a un taxi y le hacía una visita. <mark2>Ella abría la puerta en camisón. Y, tras el fogoso intercambio de fluidos<mark2/>, él corría a reincorporarse al trabajo para llamarla de vuelta una vez allí y concertar su siguiente quedada. ",¿Para que usa Máryam el teléfono?,¿Qué ocurre cuando Máryam y Walid se encuentran?
27,غاب المسيح سنين طويلة، ثم عاد إلى الناس ليتحدث عن الحب. ولما عاد إلى الناس صلبوه. <mark1>لا بد للمتمرد من أن يُصلب إذن. ويكون انتصاره في صلبه<mark1/>. ولكن هناك السنين الثلاثين التي يهيئ الإنسان نفسه فيها <mark1>للسنوات الثلاث الأخيرة الفاعلة<mark1/>. ما الذي نعرف عن تلك السنين الثلاثين؟ لم يكن لدي ما يهديني نحو غايتي، إلا <mark2>الحدس، والحلم والتوق الذي لا أستطيع أن أمنطقه. وكلما تطلعت بعيدًا إلى التلال والوديان والجبال البنفسجية التي تتماوج وراءها، أحسست بأنها حية بالبراكين الكامنة فيها، وأنَّ في وسعها أن تنفجر بين حين وآخر بحمم لعلها تغير كل شيء، ولكنها لا تفعل ذلك<mark2/>، متذكرًا زلزال عام ١٩٢٧.,"Jesucristo estuvo ausente durante muchos años, luego regresó a la gente para hablar sobre el amor. Y cuando regresó, lo crucificaron. Así que, al parecer, <mark1>el rebelde debe ser crucificado. Y su victoria está en su crucifixión<mark1/>. Pero están esos treinta años en los cuales una persona <mark1>se prepara para sus últimos tres años activos<mark1/>. ¿Qué sabemos de esos treinta años? No tenía más guía hacia mi objetivo que <mark2>la intuición, el sueño y el anhelo que no puedo racionalizar. Cada vez que miraba a lo lejos, hacia las colinas, los valles y las montañas moradas que se retorcían más allá, sentía que estaban vivas con los volcanes latentes dentro de ellas, capaces de estallar de vez en cuando en torrentes de lava que podrían cambiarlo todo, pero no lo hacían<mark2/>, recordando el terremoto de 1927.","Cuando el Mesías regresó tras haberse pasado años desaparecido, fue a repartir amor y lo crucificaron. Desafortunadamente, es <mark1>el precio a pagar por ser un rebelde. No sólo eso, ser crucificado es lo que certifica que uno ha triunfado como rebelde<mark1/>. Pero antes de poder uno demostrar, durante los últimos tres años de su vida, que merece ser clavado a una cruz, ha de pasarse los primeros treinta <mark1>ejercitándose para ganárselo a pulso<mark1/>. Sin embargo, ¿en qué consiste el entrenamiento? No tenía nada que pudiera guiarme a este respecto, salvo por <mark2>mi intuición, mis sueños y mi no del todo tímida ambición. Las montañas que se erguían tras los valles en la distancia lucían color púrpura. Sentía que podían entrar en erupción en cualquier momento, alterando el paisaje en su conjunto<mark2/>, lo cual me retrotrajo al terremoto que tuvo lugar en 1927. ",¿Para qué se prepara el rebelde durante los primeros treinta años de su vida?,¿Qué le lleva al narrador a recordar el terremoto de 1927?
28,<mark1>ألم يكن الله أن يجعل جنّة السماء يومئذ ملكًا للأرض<mark1/>؛ ملكا لأمهاتنا المتسربلات بالفساتين الزرق والحمر ملكا لهؤلاء الفلاحين، والإسكافيين، والنجارين لهؤلاء الذين يبيعون العنب والبندورة وفيهم أنفة الأمراء وكبرياء الملوك ؟ <mark1>ولكن الرعب كان طاغيًا<mark1/>، وما حسبته حبا جانحًا في الطبيعة تحول إلى غضب منها غير مفهوم. غير أنني بقيت على تصوراتي المبهمة وإحساسي بأن في جبالنا قوى تستطيع تغيير العالم. <mark2>ولعلي ما أردت تغييره إلا لينسجم مع حاجات أهلي وبلدتي الصغيرة. رأيت بلدتي إذ أخذت تتململ، تتثاءب وتتمطى وتستيقظ ضمن حقائقها البسيطة، على الرغم من كونها محصّلة قوى تاريخية ودينية واجتماعية قديمة، تسير في خطوط متعدّدة ونيئة<mark2/>.,"¿Acaso <mark1>no quiso Dios que aquel día el paraíso celestial fuera propiedad de la tierra<mark1/>; propiedad de nuestras madres envueltas en vestidos azules y rojos, propiedad de esos campesinos, zapateros y carpinteros, de aquellos que venden uvas y tomates con la dignidad de los príncipes y la altivez de los reyes? <mark1>Pero el terror era abrumador<mark1/>, y lo que pensé que era un amor desbordante de la naturaleza se transformó en una ira incomprensible de ella. Sin embargo, seguía aferrándome a mis nociones vagas y a la sensación de que en nuestras montañas había fuerzas capaces de cambiar el mundo. Y tal vez lo único que quise cambiar fue <mark2>para que estuviera en armonía con las necesidades de mi familia y mi pequeño pueblo. Vi a mi pueblo mientras comenzaba a inquietarse, a bostezar, estirarse y despertarse en medio de sus realidades simples, a pesar de ser el resultado de fuerzas históricas, religiosas y sociales antiguas, que avanzan por líneas múltiples y crudas<mark2/>.","<mark1>Dios debiera habernos permitido paladear el paraíso aquel día<mark1/>, a nuestras madres, que visten de azul y rojo, a los campesinos, los zapateros, los carpinteros, y los vendedores de uvas y tomates, aunque se crean los reyes del barrio. <mark1>En vez, nos tenía a todos muertos de miedo<mark1/>. El amor a la naturaleza se había trocado, de la nada, en rabia. En cambio, lejos de renunciar a ella, me aferré a la creencia de que en nuestras montañas yace la fuerza necesaria <mark2>para transformar el mundo, si no en su totalidad, por lo menos, como para que deje de ser tan inhóspito para mi pueblo, que, pese a poseer un gran acervo religioso y cultural, en muchos sentidos, seguía estando en pañales de cara a lo que comprende la realidad<mark2/>. ",¿Qué le impide al narrador amar la naturaleza en ese momento?,¿Para qué quiere cambiar el narrador el mundo?
29,كان مسافرا إلى البصرة أو الموصل في عمل ما، <mark1>الأمر الذي جعلني أعتقد أنَّ الزيارة كانت مديرة، لأنَّ سوسن تعرف أنني سأمضي السهرة عندها، بل إنها جاءتني إلى البيت بنفسها وأخذتني بسيارتها. وعامر يعرف أن علاء غائب في سفر، وجاء بحجة رسم صورته من دون مرافقة آن…<mark1/> أولا، طبعًا كانت الزيارة مدبرة… فلأعترف بما حدث بالضبط، ولا ألجأ إلى اللف والدوران، كما لجأ عامر في <mark2>جعل ذلك اللقاء يبدو كأنه مجرد صدفة<mark2/>.,"Había viajado a Basora o Mosul por trabajo, <mark1>lo cual me hizo pensar que la visita estaba planeada, porque Susan sabía que pasaría la noche en su casa, incluso vino a recogerme en su coche. Y Ámir sabía que Ala estaba fuera en un viaje, y vino con la excusa de dibujar su retrato sin la compañía de Ann…<mark1/> Por supuesto, la visita estaba planeada… Por tanto, confesaré lo que sucedió exactamente y no recurriré a rodeos, a diferencia de Ámir, que intentó hacer parecer <mark2>ese encuentro como mera coincidencia<mark2/>.","Se había ido de viaje de trabajo a Basora o Mosul. Algo olía a podrido en Dinamarca. Además, <mark1>Susan no sólo se había puesto de acuerdo conmigo para quedar, sino que se había asegurado de ir a buscarme en su coche para traerme hasta su casa<mark1/>. Para colmo, no daba la impresión de que a <mark1>Ámir<mark1/> le pillara por sorpresa que Ala estuviera de viaje. Al rato, me enteré de que <mark1>el motivo fetén por el que se había pasado por el domicilio de la pareja, sin Ann, para más inri<mark1/>, estribaba en que había sido convocado para posar para el retrato que Susan le estaba elaborando. Todo aquello cantaba a gato encerrado. Voy a rebobinar para asegurarme de que mi relato no peca, como el de Ámir, de farragoso y marrullero, que es en lo que imagino no tuvo más remedio que tornarlo para intentar venderme <mark2>que nuestro encuentro se debía a un golpe de suerte<mark2/>.",¿Para qué recogió Susan en coche a la narradora?,¿Qué es lo que la narradora no le compra a Ámir?
30,"مسحت يديها بخرقة ملوثة، ثم <mark1>استصحبتني إلى الحمام كي تغسل يديها، وهي تقول<mark1/>:

«<mark2>زوجته آن هي التي أرادت الصورة<mark2/>. وأنا كما تعلمين أخشى رسم الأشخاص. أستطيع أن أرسم نفسي. أما الآخرون، أف! من يستطيع أن يُرضي غرورهم؟ <mark2>ولكنّ عامرا يتمتع بوجه قوي التعبير. أليس كذلك؟ الوجوه التي كوجهه يعجبني أن أرسمها. آن تريد اللوحة لغرفة النوم<mark2/>.»","Se limpió las manos con un trapo sucio, luego <mark1>me llevó al baño para lavarse las manos, diciendo<mark1/>:

—<mark2>Su esposa, Ann, fue quien quería el retrato<mark2/>. Como sabes, temo pintar a las personas. Puedo dibujar a mí misma. Pero a los demás, ¡uf! ¿Quién puede satisfacer su vanidad? <mark2>Sin embargo, Ámir tiene una cara muy expresiva. ¿No es así? Me gusta dibujar rostros como el suyo. Ann quiere el cuadro para la habitación.<mark2/>","Se frotó las manos en un trapo manchado de pintura y <mark1>me indicó que la acompañara al baño para poder lavárselas en condiciones sin tener que dejar de darme palique<mark1/>. 

—<mark2>Fue su mujer, Ann, la que en origen me pidió que la retratara<mark2/>, pero, como tú bien sabes, yo aborrezco los retratos. De mí misma, todavía tiene un pase, pero ¿de otros? ¡Con lo vanidosa que es la gente! <mark2>Por otro lado, Ámir tiene un rostro muy expresivo, ¿no te parece? Con rostros así, reconozco que no me importa hacer una excepción, y como Ann quería el cuadro para su dormitorio…<mark2/>",¿Para qué va la narradora al baño? ,¿A qué acuerdo llegan el personaje que habla y Ann? 
31," «المهم أن <mark1>تُبرزي هذه القوة التي تذكرينها<mark1/>. الشبه غير مهم.»

«سأحاول . تعرفين قصة بيكاسو عندما رسم غيرترود ستاین؟ انتهى من البورتريت، فقال له أحدهم بيكاسو، هذه الصورة لا تشبه غيرترود ستاين. فأجاب: <mark2>ستشبهها، ستشبهها… وتعتقد غيرترو ستاين أنها فعلا تغيرت فيما بعد لتشبه هي لوحة بيكاسو!<mark2/>»","—Lo importante es que <mark1>destaques esa fuerza de la que hablas<mark1/>. El parecido no importa.

—Lo intentaré. ¿Conoces la historia de Picasso cuando pintó a Gertrude Stein? Al terminar el retrato, alguien le dijo: 'Picasso, esta imagen no se parece a Gertrude Stein.' Y él respondió: <mark2>'Se parecerá, se parecerá…' Y Gertrude Stein creía que ella realmente había cambiado después para parecerse a su retrato de Picasso<mark2/>.","—Lo fundamental es que sepas <mark1>captar esa fuerza expresiva que adscribes a sus facciones<mark1/>. El parecido que guarde con la persona en la que está inspirado es lo de menos.

—En eso estoy. ¿Sabes lo que dijo Picasso tras retratar a Gertrud Stein? Por lo visto, alguien le fue a leer la cartilla a propósito de lo irreconocible que le había quedado el retrato y él contestó que tiempo al tiempo, que ya se iría asemejando la obra a su modelo. ¿Y te puedes creer que <mark2>Gertrud Stein acabó convencida de que, con los años, el semblante le había ido cambiando efectivamente hasta terminar que ni calcado al retratado por Picasso<mark2/>?",¿Qué es lo que Picasso logró con su retrato de Gertrude Stein?,¿Qué es lo que Picasso supo ver que acabaría ocurriendo?
32,وفي السيارة <mark1>عاد هشام إلى توسلاته، وتهديداته، ومد يمناه إلي وهو يسوق، ثم أحاطني بذراعه وجذبني إليه بقوة، وقبلني<mark1/>، وأنا أتقزز من لمس يديه وشفتيه. ولم أحاول تصعيد المناقشة، متحملة رحلة العودة <mark2>كثمن لا بد من دفعه للتخلص منه تلك الليلة<mark2/>، إلى أن بلغ بي بيت أمي في العطيفية نزلت، ونزل معي، وأراد اصطحابي إلى الداخل، فرفضت وقلت…,"En el coche, <mark1>Hicham retomó sus súplicas y amenazas, y extendió su mano derecha hacia mí mientras conducía, luego me rodeó con su brazo y me atrajo hacia él con fuerza, y me besó<mark1/>, mientras yo sentía repugnancia por el contacto de sus manos y sus labios. No intenté escalar la discusión, soportando el viaje de regreso <mark2>como un precio que debía pagar para deshacerme de él aquella noche<mark2/>, hasta que llegamos a la casa de mi madre en Attaifía. Descendí del coche y él bajó conmigo, queriendo acompañarme adentro, me negué y dije…","De camino a casa de mi madre, <mark1>Hicham volvió a hostigarme con súplicas y amenazas. En un momento dado, cogió el volante con la mano izquierda y extendió la derecha para agarrarme, tirar de mí hacia sí y besuquearme contra mi voluntad<mark1/>. Yo, que sentía aversión al contacto de su piel, tuve que bregar conmigo misma por disimular las ganas que tenía de estamparlo contra el cristal, porque no quería que la tensión fuera en aumento. Entendía que transigir con aquel desvío era <mark2>el precio a pagar por poder disponer del resto de la noche<mark2/>. Finalmente, llegamos a casa de mi madre en Attaifía y ambos nos apeamos del vehículo. Quiso acompañarme al interior, pero yo me negué con una admonición…",¿Qué hace Hicham mientras conduce?,¿Por qué soporta la narradora que Hicham la bese?
33,<mark1>إذا انهار السد، جرفتك المياه إلى حيث هي تشاء. لم أكن مشلولة الإرادة فحسب<mark1/>، بل محمولة على قوى غامضة تنطلق بي إلى نقطة ينعدم عندها المنطق والتفكير، وفي داخلي وهج رائع، راعب لم أعرف مثله من قبل. عندما تتخطى المرأة الحاجز الأول، تتساقط الحواجز الأخرى دونما جهد كبير. ولذا عندما فتحت لي سوسن الباب ثانية، قلت «آسفة يا عزيزتي لأنني أزعجتك هذه الليلة. هلو عامر!» <mark2>وسرت إليه، كأنه الحبّ الوحيد الذي عرفته في حياتي، وعانقته بجنون على مرأى من سوسن<mark2/>، وليكن ما يكون ولتهنأ سوسن باكتشافها الحقيقة كلها التي ما عدت أستطيع مراوغتها!,"<mark1>Si la presa se rompe, las aguas te arrastran donde ellas quieran. No solo estaba paralizada por la falta de voluntad<mark1/>, sino también impulsada por unas fuerzas misteriosas que me lanzaban hacia un punto donde la lógica y el pensamiento desaparecían. Dentro de mí, un resplandor maravilloso y sobrecogedor como nunca antes había conocido. Cuando una mujer traspasa la primera barrera, las demás caen sin mucho esfuerzo. Así que cuando Susan me abrió la puerta de nuevo, dije: ""Lo siento, querida, por molestarte esta noche. ¡Hola, Ámir!"" y <mark2>me dirigí hacia él, como si fuera el único amor que había conocido en mi vida, y lo abracé locamente frente a Susan<mark2/>, que sea lo que sea y que Susan disfrute descubriendo toda la verdad que ya no podía esquivar.","Cuando uno se tira de cabeza a la piscina, <mark1>se expone a romperse la crisma en el impacto contra el suelo<mark1/>, y, cuando la piscina contiene un océano de incógnitas, <mark1/>se arriesga a acabar a la deriva, siendo arrastrado por la corriente<mark1/>. En el trayecto de vuelta a casa de Susan, yo me sentía invencible, pero también como si me hubiera tragado una bomba de relojería. Y, como la primera transgresión siempre es la que más escuece haber cometido, me volví a abalanzar sobre Ámir nada más alcanzar la casa de mi amiga, no sin antes, sin embargo, pedirle a ella disculpas por haberle fastidiado la noche. <mark2>Lo abracé con ella delante, como si se me hubiera ido el juicio y no pudiera esperar ni un segundo más a rencontrarme con el amor de mi vida<mark2/>. No había vuelta atrás. En adelante, tocaría apechugar con las repercusiones de mis actos. Por otro lado, Susan tenía derecho a conocer la verdad y yo no habría sido capaz de ocultársela durante mucho más tiempo.",¿Qué teme la narradora que ocurra si se deja llevar?,¿Qué se le revela a Susan?
34,ووليد يدور بين المدعوين، ويعود إلي ويهمس: «أتسمعين التعليق؟ <mark1>يعلقون على شعرك، وعينيك. ويقولون إن نساء العراق عندما يكن جميلات، يكون جمالهنَّ قاتلا…<mark1/> مريم، <mark2>أين كنت حتى هذه الليلة؟» وصاح بي شاعر معروف، يردد الصدى «أين كنت حتى هذه الليلة يا سيدتي؟<mark2> <mark1/>وجهك مرمر، وشعرك خضب بالذهب…<mark1/>»,"Y Walid se movía entre los invitados, volviendo a mí para susurrar:

—¿Escuchas los comentarios? <mark1>Hablan sobre tu cabello, tus ojos. Dicen que cuando las mujeres iraquíes son bellas, su belleza es letal…<mark1/> Máryam, <mark2>¿dónde has estado hasta esta noche?

Y un poeta conocido gritó, eco resonante:

—¿Dónde has estado hasta esta noche, señora?<mark2/> <mark1>Tu rostro es como mármol y tu cabello teñido de oro…<mark1/>","No obstante, me costaba concentrarme en algo que no fueran las idas y venidas de Walid. Finalmente, regresó a mí y me susurró al oído:

—¿Te has dado cuenta de que está todo el mundo comentando <mark1>la hermosura de tu cabello y de tus ojos? Dicen de las mujeres iraquíes que, cuando son bellas, son de una belleza letal<mark1/>. ¡Ay, Máryam! <mark2>¿Dónde has estado todo este tiempo?

Un poeta, aparentemente, no sólo de bragueta, que debió de oírle enunciar aquellas palabras, se hizo de pronto eco de su lamento:

—¡Ay, señora mía! ¿Dónde has estado todo este tiempo<mark2/>, con esa <mark1>tez alabastrina y esa melena de visos dorados<mark1/>?",¿Cómo se describe a Máryam?,El eco ¿para qué se menta?
35,واتفقنا جميعًا على أن <mark1>العراقيين كلهم شعراء: محاربون وعشاق معًا<mark1/>. وقال أحد الواقفين: «لأن نساء بغداد منذ القدم جميلات و… متمنعات؟» فقلت: «طبعا، وَإلاّ فمن أين يأتي <mark2>الإلهام<mark2/>؟ وقال الشاعر: يا ستي، الإلهام خطر، رعب».,"Y todos estuvimos de acuerdo en que <mark1>los iraquíes son poetas: guerreros y amantes a la vez<mark1/>. Uno de los presentes dijo:

—¿Porque las mujeres de Bagdad han sido hermosas y… distantes desde tiempos antiguos? 

Entonces dije: 

—Por supuesto, ¿de dónde vendría la <mark2>inspiración<mark2/> si no? 

El poeta dijo:

—Señora, la inspiración es peligrosa, aterradora.","Aquello nos dio pie a entablar conversación. Parecíamos concordar en que <mark1>los iraquíes son todos unos poetas, además de diestros con la espada, fuera y dentro de la alcoba<mark1/>.

—Y las mujeres iraquíes son todas hermosas, si bien también un poco calientapollas —espetó uno de repente.

—Hombre, pues claro, <mark2>como toda musa que se precie de serlo<mark2/>, y, con tanto poeta por ahí suelto… —repliqué yo, a lo que el poeta profesional, imagino que sintiéndose interpelado, añadió:

—Ay, señora mía, es de las musas de las que no se puede uno fiar.",¿Cómo son los iraquíes?,¿Y qué les aportan sus mujeres?
36, أتذكرين المنحوتات السومرية الغريبة لرجال ونساء واقفين، في كل منها تكون <mark1>العينان متسعتين اتساعًا مذهلًا بحيث تملآن معظم الوجه، وتكحلان بالقير الأسود تأكيدًا على اتساعهما، لأنَّ صاحبهما على اتصال برؤية ما بعيدة، عميقة خارقة، بينما تجدين يدي التمثال صغيرتين إلى حد التلاشي<mark1/>. لماذا؟ <mark2>لأن اليدين الصانعتين هما تأكيد على وجود الجسد<mark2/>، والجسد في تجربة الفنان هنا، يتلاشى، لأنَّ العينين الرائيتين، نافذتي الروح، أصبحتا كل شيء، وأصبح الجسد لا شيء… هذا هو الإلهام. يكاد يكون انتقالاً من حالة الأنسنة إلى حالة الألوهة…,"¿Recuerdas las extrañas esculturas sumerias de hombres y mujeres de pie, en cada una de las cuales <mark1>los ojos están tan ampliamente abiertos que ocupan la mayor parte de la cara, delineados con asfalto negro para enfatizar su amplitud, porque su poseedor está en contacto con una visión distante, profunda, penetrante, mientras encuentras que las manos de la estatua son demasiado pequeñas hasta el punto de desvanecerse<mark1/>? ¿Por qué? <mark2>Porque las manos, que crean, son una afirmación de la existencia del cuerpo<mark2/>, y el cuerpo en la experiencia de este artista aquí, se desvanece, porque los ojos, las ventanas del alma, se han convertido en todo, y el cuerpo en nada… Eso es la inspiración. Casi es un tránsito de un estado de humanidad a un estado de divinidad…","¿Te acuerdas de las estatuillas sumerias de hombres y mujeres de pie y con ojos como platos pigmentados de negro alquitrán para resaltar su diámetro, como si se hallaran tratando de apresar algo fuera de alcance e inmerso en las tinieblas, <mark1>figuras que, sin embargo, ostentan unas manos tan minúsculas que, por contraste, pudieran parecer estar siendo succionadas por el abismo que se aduna en sus excesivamente dilatadas pupilas<mark1/>? ¿Y por qué crees que presentan dicha fisonomía? Pues porque se hallan representando la inspiración, que entra por los ojos que perciben lo intangible, las ventanas del alma, y no se detiene ante nada, relegando nuestros <mark2>órganos ejecutores<mark2/> a un segundo plano y permitiéndonos así trascender nuestra animalidad.",¿Cuál es el contraste que se da entre los ojos y las manos de las estautas sumerias?,¿Qué representan las manos de las estatuas sumerias?
37," وانتبهت إلى <mark1>ما كنت قد نسيته عن نفسي<mark1/>. ولما أبعدت شعري المشعَّب عن وجهي، رفعت رأسي إليه في <mark2>العتمة التي لا يبدِّدها إلا النور المتهافت عبر النافذة من أضواء الجبل والمدينة البعيدة. رأيته<mark2/> واقفًا يتأملني والصحن في يده: <mark1>بدا لي طويلا، عملاقا، وعيناه لا تملآن وجهه فحسب، بل الغرفة كلها، الدنيا كلها<mark1/>.

«وليد، أهكذا يكون الانتقال من —ما هي كلماتك؟— من الأنسنة إلى الألوهة؟»","Y entonces me di cuenta de <mark1>lo que había olvidado sobre mí misma<mark1/>. Alejé mi cabello enredado de mi rostro y levanté la vista hacia él en <mark2>la penumbra, sólo dispersada por la luz que se colaba a través de la ventana, procedente de las luces de la montaña y la ciudad distante. Lo vi<mark2/> de pie, contemplándome con el plato en la mano: <mark1>me pareció alto, gigantesco, y sus ojos no sólo llenaban su cara, sino toda la habitación, el mundo entero<mark1/>. 

—Walid, ¿es así cómo se pasa —¿cuáles fueron tus palabras?— de la humanidad a la divinidad?","Aquel comentario me llevó a reparar en <mark1>las pintas que debía de hallarme exhibiendo<mark1/>. Me aparté unos mechones de pelo de la cara y alcé la cabeza. <mark2>Pese a que, salvo por la tenue luz que entraba por la ventana, procedente de la montaña y la ciudad que se extendía a lo lejos, nos hubiéramos quedado en la más absoluta oscuridad, pude ver<mark2/> que se había quedado parado a contemplarme con el plato aún en la mano. <mark1>Parecía un gigante con ojos ciclópeos que amenazaban con ensancharse hasta rebasar los confines de su rostro en su ansia por contener el mundo entero.<mark1/>

—Walid, ¿tú crees que habremos logrado…?, ¿cómo fueron los términos que empleaste?, ¿trascender nuestra animalidad?",¿Qué se desprende lleva a que la narradora deje de contemplarse a sí y a Walid como humanos?,¿Qué permite a la narradora ver a Walid?
